Entity,Code,Year,Tonnes
Ghana,GHA,1988,60000
Ghana,GHA,1989,78000
Ghana,GHA,1990,85000
Ghana,GHA,1991,90000
Ghana,GHA,1992,100000
Ghana,GHA,1993,95000
Ghana,GHA,1994,100000
Ghana,GHA,1995,102000
Ghana,GHA,1996,83680
Ghana,GHA,1997,92044
Ghana,GHA,1998,111370
Ghana,GHA,1999,110000
Ghana,GHA,2000,108000
Ghana,GHA,2001,108000
Ghana,GHA,2002,108000
Ghana,GHA,2003,108400
Ghana,GHA,2004,114000
Ghana,GHA,2005,117000
Ghana,GHA,2006,121000
Ghana,GHA,2007,122000
Ghana,GHA,2008,128000
Ghana,GHA,2009,130000
Ghana,GHA,2010,120000
Ghana,GHA,2011,122000
Ghana,GHA,2012,122000
Ghana,GHA,2013,120000
Ghana,GHA,2014,121000
Ghana,GHA,2015,123813
Ghana,GHA,2016,293160
Ghana,GHA,2017,293160
Ghana,GHA,2018,312530
Guatemala,GTM,1983,2138
Guatemala,GTM,1984,2333
Guatemala,GTM,1985,3581
Guatemala,GTM,1986,6600
Guatemala,GTM,1987,7920
Guatemala,GTM,1988,5800
Guatemala,GTM,1989,6200
Guatemala,GTM,1990,8000
Guatemala,GTM,1991,10000
Guatemala,GTM,1992,13000
Guatemala,GTM,1993,16000
Guatemala,GTM,1994,22000
Guatemala,GTM,1995,25400
Guatemala,GTM,1996,35600
Guatemala,GTM,1997,50000
Guatemala,GTM,1998,47000
Guatemala,GTM,1999,53000
Guatemala,GTM,2000,65000
Guatemala,GTM,2001,70100
Guatemala,GTM,2002,86000
Guatemala,GTM,2003,85000
Guatemala,GTM,2004,87000
Guatemala,GTM,2005,92000
Guatemala,GTM,2006,125000
Guatemala,GTM,2007,130000
Guatemala,GTM,2008,185000
Guatemala,GTM,2009,180000
Guatemala,GTM,2010,182000
Guatemala,GTM,2011,248000
Guatemala,GTM,2012,310000
Guatemala,GTM,2013,410000
Guatemala,GTM,2014,455000
Guatemala,GTM,2015,522000
Guatemala,GTM,2016,730000
Guatemala,GTM,2017,739000
Guatemala,GTM,2018,875000
Guinea,GIN,1961,22400
Guinea,GIN,1962,24200
Guinea,GIN,1963,27600
Guinea,GIN,1964,25800
Guinea,GIN,1965,31300
Guinea,GIN,1966,35000
Guinea,GIN,1967,37500
Guinea,GIN,1968,41300
Guinea,GIN,1969,42800
Guinea,GIN,1970,43800
Guinea,GIN,1971,44000
Guinea,GIN,1972,30000
Guinea,GIN,1973,40000
Guinea,GIN,1974,37000
Guinea,GIN,1975,40000
Guinea,GIN,1976,35000
Guinea,GIN,1977,37800
Guinea,GIN,1978,40600
Guinea,GIN,1979,40000
Guinea,GIN,1980,40000
Guinea,GIN,1981,40000
Guinea,GIN,1982,40000
Guinea,GIN,1983,40000
Guinea,GIN,1984,40000
Guinea,GIN,1985,40000
Guinea,GIN,1986,40000
Guinea,GIN,1987,40000
Guinea,GIN,1988,38000
Guinea,GIN,1989,40000
Guinea,GIN,1990,41000
Guinea,GIN,1991,43000
Guinea,GIN,1992,40000
Guinea,GIN,1993,48000
Guinea,GIN,1994,50000
Guinea,GIN,1995,50422
Guinea,GIN,1996,55000
Guinea,GIN,1997,55000
Guinea,GIN,1998,50000
Guinea,GIN,1999,50000
Guinea,GIN,2000,50000
Guinea,GIN,2001,50000
Guinea,GIN,2002,50000
Guinea,GIN,2003,50000
Guinea,GIN,2004,50000
Guinea,GIN,2005,50000
Guinea,GIN,2006,50000
Guinea,GIN,2007,50000
Guinea,GIN,2008,50000
Guinea,GIN,2009,50000
Guinea,GIN,2010,50000
Guinea,GIN,2011,50000
Guinea,GIN,2012,50000
Guinea,GIN,2013,50000
Guinea,GIN,2014,50000
Guinea,GIN,2015,50000
Guinea,GIN,2016,50000
Guinea,GIN,2017,50000
Guinea,GIN,2018,50000
Guinea-Bissau,GNB,1961,6500
Guinea-Bissau,GNB,1962,6500
Guinea-Bissau,GNB,1963,6500
Guinea-Bissau,GNB,1964,6000
Guinea-Bissau,GNB,1965,6000
Guinea-Bissau,GNB,1966,5000
Guinea-Bissau,GNB,1967,5500
Guinea-Bissau,GNB,1968,6000
Guinea-Bissau,GNB,1969,5000
Guinea-Bissau,GNB,1970,5000
Guinea-Bissau,GNB,1971,5000
Guinea-Bissau,GNB,1972,5000
Guinea-Bissau,GNB,1973,3000
Guinea-Bissau,GNB,1974,4500
Guinea-Bissau,GNB,1975,4000
Guinea-Bissau,GNB,1976,4000
Guinea-Bissau,GNB,1977,6000
Guinea-Bissau,GNB,1978,6000
Guinea-Bissau,GNB,1979,6000
Guinea-Bissau,GNB,1980,6000
Guinea-Bissau,GNB,1981,4000
Guinea-Bissau,GNB,1982,4000
Guinea-Bissau,GNB,1983,5000
Guinea-Bissau,GNB,1984,4000
Guinea-Bissau,GNB,1985,4000
Guinea-Bissau,GNB,1986,4000
Guinea-Bissau,GNB,1987,5000
Guinea-Bissau,GNB,1988,5000
Guinea-Bissau,GNB,1989,5000
Guinea-Bissau,GNB,1990,4000
Guinea-Bissau,GNB,1991,5000
Guinea-Bissau,GNB,1992,4500
Guinea-Bissau,GNB,1993,4000
Guinea-Bissau,GNB,1994,4500
Guinea-Bissau,GNB,1995,4538
Guinea-Bissau,GNB,1996,4268
Guinea-Bissau,GNB,1997,4248
Guinea-Bissau,GNB,1998,4400
Guinea-Bissau,GNB,1999,4500
Guinea-Bissau,GNB,2000,5000
Guinea-Bissau,GNB,2001,4500
Guinea-Bissau,GNB,2002,4778
Guinea-Bissau,GNB,2003,4890
Guinea-Bissau,GNB,2004,5386
Guinea-Bissau,GNB,2005,5453
Guinea-Bissau,GNB,2006,6020
Guinea-Bissau,GNB,2007,6153
Guinea-Bissau,GNB,2008,6350
Guinea-Bissau,GNB,2009,6400
Guinea-Bissau,GNB,2010,5900
Guinea-Bissau,GNB,2011,6000
Guinea-Bissau,GNB,2012,6000
Guinea-Bissau,GNB,2013,6000
Guinea-Bissau,GNB,2014,6000
Guinea-Bissau,GNB,2015,6000
Guinea-Bissau,GNB,2016,6000
Guinea-Bissau,GNB,2017,6000
Guinea-Bissau,GNB,2018,6000
Honduras,HND,1961,2660
Honduras,HND,1962,2808
Honduras,HND,1963,2855
Honduras,HND,1964,3150
Honduras,HND,1965,3550
Honduras,HND,1966,3895
Honduras,HND,1967,4320
Honduras,HND,1968,4800
Honduras,HND,1969,5325
Honduras,HND,1970,5910
Honduras,HND,1971,5375
Honduras,HND,1972,6260
Honduras,HND,1973,8850
Honduras,HND,1974,8415
Honduras,HND,1975,9100
Honduras,HND,1976,8750
Honduras,HND,1977,10100
Honduras,HND,1978,11350
Honduras,HND,1979,12370
Honduras,HND,1980,12180
Honduras,HND,1981,22000
Honduras,HND,1982,31500
Honduras,HND,1983,35000
Honduras,HND,1984,52000
Honduras,HND,1985,61000
Honduras,HND,1986,73000
Honduras,HND,1987,73800
Honduras,HND,1988,70000
Honduras,HND,1989,73700
Honduras,HND,1990,78000
Honduras,HND,1991,80000
Honduras,HND,1992,82000
Honduras,HND,1993,80000
Honduras,HND,1994,75600
Honduras,HND,1995,75500
Honduras,HND,1996,76000
Honduras,HND,1997,77000
Honduras,HND,1998,92000
Honduras,HND,1999,90600
Honduras,HND,2000,95000
Honduras,HND,2001,130000
Honduras,HND,2002,126500
Honduras,HND,2003,158000
Honduras,HND,2004,170000
Honduras,HND,2005,237500
Honduras,HND,2006,257600
Honduras,HND,2007,265000
Honduras,HND,2008,278000
Honduras,HND,2009,280000
Honduras,HND,2010,353000
Honduras,HND,2011,373000
Honduras,HND,2012,398000
Honduras,HND,2013,425000
Honduras,HND,2014,469414
Honduras,HND,2015,489183
Honduras,HND,2016,610150
Honduras,HND,2017,690000
Honduras,HND,2018,650000
Indonesia,IDN,1961,145700
Indonesia,IDN,1962,141500
Indonesia,IDN,1963,148300
Indonesia,IDN,1964,164000
Indonesia,IDN,1965,156700
Indonesia,IDN,1966,174400
Indonesia,IDN,1967,167699
Indonesia,IDN,1968,181444
Indonesia,IDN,1969,188800
Indonesia,IDN,1970,216827
Indonesia,IDN,1971,249957
Indonesia,IDN,1972,269464
Indonesia,IDN,1973,289677
Indonesia,IDN,1974,347676
Indonesia,IDN,1975,397253
Indonesia,IDN,1976,431006
Indonesia,IDN,1977,457607
Indonesia,IDN,1978,501284
Indonesia,IDN,1979,641240
Indonesia,IDN,1980,721172
Indonesia,IDN,1981,800060
Indonesia,IDN,1982,886820
Indonesia,IDN,1983,982987
Indonesia,IDN,1984,1147190
Indonesia,IDN,1985,1243430
Indonesia,IDN,1986,1350729
Indonesia,IDN,1987,1506055
Indonesia,IDN,1988,1713335
Indonesia,IDN,1989,1964954
Indonesia,IDN,1990,2412612
Indonesia,IDN,1991,2657600
Indonesia,IDN,1992,3266250
Indonesia,IDN,1993,3421448
Indonesia,IDN,1994,4008060
Indonesia,IDN,1995,4479670
Indonesia,IDN,1996,4898658
Indonesia,IDN,1997,5385458
Indonesia,IDN,1998,5902178
Indonesia,IDN,1999,6011300
Indonesia,IDN,2000,7000507
Indonesia,IDN,2001,8396472
Indonesia,IDN,2002,9622344
Indonesia,IDN,2003,10440834
Indonesia,IDN,2004,10830389
Indonesia,IDN,2005,11861615
Indonesia,IDN,2006,17350848
Indonesia,IDN,2007,17664724
Indonesia,IDN,2008,17539788
Indonesia,IDN,2009,19324292
Indonesia,IDN,2010,21958120
Indonesia,IDN,2011,23995973
Indonesia,IDN,2012,26015519
Indonesia,IDN,2013,27782004
Indonesia,IDN,2014,29278189
Indonesia,IDN,2015,31070015
Indonesia,IDN,2016,31487986
Indonesia,IDN,2017,34940289
Indonesia,IDN,2018,40567230
Kazakhstan,KAZ,2015,322
Kazakhstan,KAZ,2016,5502
Kazakhstan,KAZ,2017,6055
Kazakhstan,KAZ,2018,5691
Land Locked Developing Countries,,1961,4690
Land Locked Developing Countries,,1962,5850
Land Locked Developing Countries,,1963,6800
Land Locked Developing Countries,,1964,8379
Land Locked Developing Countries,,1965,7621
Land Locked Developing Countries,,1966,7944
Land Locked Developing Countries,,1967,7588
Land Locked Developing Countries,,1968,9374
Land Locked Developing Countries,,1969,11605
Land Locked Developing Countries,,1970,12316
Land Locked Developing Countries,,1971,12582
Land Locked Developing Countries,,1972,14835
Land Locked Developing Countries,,1973,11552
Land Locked Developing Countries,,1974,13208
Land Locked Developing Countries,,1975,12474
Land Locked Developing Countries,,1976,13209
Land Locked Developing Countries,,1977,12959
Land Locked Developing Countries,,1978,12081
Land Locked Developing Countries,,1979,11527
Land Locked Developing Countries,,1980,11818
Land Locked Developing Countries,,1981,12038
Land Locked Developing Countries,,1982,13885
Land Locked Developing Countries,,1983,11216
Land Locked Developing Countries,,1984,12800
Land Locked Developing Countries,,1985,12895
Land Locked Developing Countries,,1986,13080
Land Locked Developing Countries,,1987,12669
Land Locked Developing Countries,,1988,12821
Land Locked Developing Countries,,1989,12301
Land Locked Developing Countries,,1990,13619
Land Locked Developing Countries,,1991,13634
Land Locked Developing Countries,,1992,13688
Land Locked Developing Countries,,1993,12360
Land Locked Developing Countries,,1994,12944
Land Locked Developing Countries,,1995,11020
Land Locked Developing Countries,,1996,7115
Land Locked Developing Countries,,1997,7667
Land Locked Developing Countries,,1998,6242
Land Locked Developing Countries,,1999,7606
Land Locked Developing Countries,,2000,6856
Land Locked Developing Countries,,2001,6796
Land Locked Developing Countries,,2002,6050
Land Locked Developing Countries,,2003,6500
Land Locked Developing Countries,,2004,7232
Land Locked Developing Countries,,2005,8803
Land Locked Developing Countries,,2006,11884
Land Locked Developing Countries,,2007,16035
Land Locked Developing Countries,,2008,17205
Land Locked Developing Countries,,2009,16261
Land Locked Developing Countries,,2010,15578
Land Locked Developing Countries,,2011,14069
Land Locked Developing Countries,,2012,14343
Land Locked Developing Countries,,2013,20218
Land Locked Developing Countries,,2014,22766
Land Locked Developing Countries,,2015,21280
Land Locked Developing Countries,,2016,29095
Land Locked Developing Countries,,2017,27601
Land Locked Developing Countries,,2018,27271
Least Developed Countries,,1961,377690
Least Developed Countries,,1962,385306
Least Developed Countries,,1963,383354
Least Developed Countries,,1964,376322
Least Developed Countries,,1965,329927
Least Developed Countries,,1966,342449
Least Developed Countries,,1967,380207
Least Developed Countries,,1968,430451
Least Developed Countries,,1969,450096
Least Developed Countries,,1970,434779
Least Developed Countries,,1971,411657
Least Developed Countries,,1972,380590
Least Developed Countries,,1973,372609
Least Developed Countries,,1974,376620
Least Developed Countries,,1975,401462
Least Developed Countries,,1976,396790
Least Developed Countries,,1977,382061
Least Developed Countries,,1978,387811
Least Developed Countries,,1979,393460
Least Developed Countries,,1980,404813
Least Developed Countries,,1981,397941
Least Developed Countries,,1982,395338
Least Developed Countries,,1983,390742
Least Developed Countries,,1984,402787
Least Developed Countries,,1985,409298
Least Developed Countries,,1986,387352
Least Developed Countries,,1987,397159
Least Developed Countries,,1988,411964
Least Developed Countries,,1989,410556
Least Developed Countries,,1990,415762
Least Developed Countries,,1991,422418
Least Developed Countries,,1992,425992
Least Developed Countries,,1993,435010
Least Developed Countries,,1994,424372
Least Developed Countries,,1995,448110
Least Developed Countries,,1996,448998
Least Developed Countries,,1997,437816
Least Developed Countries,,1998,429747
Least Developed Countries,,1999,427094
Least Developed Countries,,2000,452030
Least Developed Countries,,2001,454206
Least Developed Countries,,2002,451771
Least Developed Countries,,2003,455054
Least Developed Countries,,2004,464124
Least Developed Countries,,2005,468932
Least Developed Countries,,2006,485416
Least Developed Countries,,2007,501625
Least Developed Countries,,2008,502313
Least Developed Countries,,2009,504751
Least Developed Countries,,2010,520436
Least Developed Countries,,2011,610669
Least Developed Countries,,2012,398793
Least Developed Countries,,2013,432268
Least Developed Countries,,2014,450941
Least Developed Countries,,2015,465456
Least Developed Countries,,2016,488385
Least Developed Countries,,2017,516781
Least Developed Countries,,2018,527588
Liberia,LBR,1961,7000
Liberia,LBR,1962,8000
Liberia,LBR,1963,10000
Liberia,LBR,1964,10000
Liberia,LBR,1965,13000
Liberia,LBR,1966,13000
Liberia,LBR,1967,13500
Liberia,LBR,1968,13500
Liberia,LBR,1969,13700
Liberia,LBR,1970,13750
Liberia,LBR,1971,15000
Liberia,LBR,1972,16000
Liberia,LBR,1973,17000
Liberia,LBR,1974,19000
