Entity,Code,Year,Crops - Oil palm fruit - 254 - Area harvested - 5312 - ha
Democratic Republic of Congo,COD,2008,175000
Democratic Republic of Congo,COD,2009,177000
Democratic Republic of Congo,COD,2010,178316
Democratic Republic of Congo,COD,2011,176809
Democratic Republic of Congo,COD,2012,176913
Democratic Republic of Congo,COD,2013,177591
Democratic Republic of Congo,COD,2014,177805
Democratic Republic of Congo,COD,2015,178479
Democratic Republic of Congo,COD,2016,179580
Democratic Republic of Congo,COD,2017,180171
Democratic Republic of Congo,COD,2018,180776
Dominican Republic,DOM,1989,1000
Dominican Republic,DOM,1990,3000
Dominican Republic,DOM,1991,5000
Dominican Republic,DOM,1992,6000
Dominican Republic,DOM,1993,8000
Dominican Republic,DOM,1994,9000
Dominican Republic,DOM,1995,9000
Dominican Republic,DOM,1996,9000
Dominican Republic,DOM,1997,8935
Dominican Republic,DOM,1998,11747
Dominican Republic,DOM,1999,12553
Dominican Republic,DOM,2000,13527
Dominican Republic,DOM,2001,14507
Dominican Republic,DOM,2002,15492
Dominican Republic,DOM,2003,16481
Dominican Republic,DOM,2004,17475
Dominican Republic,DOM,2005,18475
Dominican Republic,DOM,2006,19480
Dominican Republic,DOM,2007,20490
Dominican Republic,DOM,2008,21506
Dominican Republic,DOM,2009,22526
Dominican Republic,DOM,2010,23551
Dominican Republic,DOM,2011,24582
Dominican Republic,DOM,2012,25618
Dominican Republic,DOM,2013,26660
Dominican Republic,DOM,2014,27570
Dominican Republic,DOM,2015,28528
Dominican Republic,DOM,2016,29445
Dominican Republic,DOM,2017,30434
Dominican Republic,DOM,2018,31446
Eastern Africa,,1961,1900
Eastern Africa,,1962,2800
Eastern Africa,,1963,2550
Eastern Africa,,1964,2550
Eastern Africa,,1965,2000
Eastern Africa,,1966,2000
Eastern Africa,,1967,2000
Eastern Africa,,1968,2100
Eastern Africa,,1969,2300
Eastern Africa,,1970,2400
Eastern Africa,,1971,5200
Eastern Africa,,1972,5100
Eastern Africa,,1973,5550
Eastern Africa,,1974,5450
Eastern Africa,,1975,6500
Eastern Africa,,1976,6200
Eastern Africa,,1977,6300
Eastern Africa,,1978,6700
Eastern Africa,,1979,6300
Eastern Africa,,1980,6500
Eastern Africa,,1981,6500
Eastern Africa,,1982,6750
Eastern Africa,,1983,6750
Eastern Africa,,1984,6750
Eastern Africa,,1985,6800
Eastern Africa,,1986,7000
Eastern Africa,,1987,7000
Eastern Africa,,1988,7000
Eastern Africa,,1989,7350
Eastern Africa,,1990,7400
Eastern Africa,,1991,7400
Eastern Africa,,1992,7500
Eastern Africa,,1993,7550
Eastern Africa,,1994,7450
Eastern Africa,,1995,7450
Eastern Africa,,1996,7450
Eastern Africa,,1997,7450
Eastern Africa,,1998,7550
Eastern Africa,,1999,7550
Eastern Africa,,2000,7500
Eastern Africa,,2001,7250
Eastern Africa,,2002,7400
Eastern Africa,,2003,7800
Eastern Africa,,2004,8300
Eastern Africa,,2005,9600
Eastern Africa,,2006,11800
Eastern Africa,,2007,14800
Eastern Africa,,2008,15810
Eastern Africa,,2009,15310
Eastern Africa,,2010,15020
Eastern Africa,,2011,13820
Eastern Africa,,2012,14250
Eastern Africa,,2013,14950
Eastern Africa,,2014,15599
Eastern Africa,,2015,15708
Eastern Africa,,2016,15936
Eastern Africa,,2017,16048
Eastern Africa,,2018,16081
Eastern Asia,,1985,55000
Eastern Asia,,1986,53000
Eastern Asia,,1987,50500
Eastern Asia,,1988,50500
Eastern Asia,,1989,47000
Eastern Asia,,1990,43000
Eastern Asia,,1991,41000
Eastern Asia,,1992,41000
Eastern Asia,,1993,41000
Eastern Asia,,1994,41000
Eastern Asia,,1995,41000
Eastern Asia,,1996,42000
Eastern Asia,,1997,42000
Eastern Asia,,1998,43000
Eastern Asia,,1999,43000
Eastern Asia,,2000,45000
Eastern Asia,,2001,47000
Eastern Asia,,2002,47000
Eastern Asia,,2003,47000
Eastern Asia,,2004,47000
Eastern Asia,,2005,47000
Eastern Asia,,2006,45000
Eastern Asia,,2007,48000
Eastern Asia,,2008,48000
Eastern Asia,,2009,50000
Eastern Asia,,2010,47000
Eastern Asia,,2011,48000
Eastern Asia,,2012,49000
Eastern Asia,,2013,50000
Eastern Asia,,2014,50807
Eastern Asia,,2015,50425
Eastern Asia,,2016,51063
Eastern Asia,,2017,51560
Eastern Asia,,2018,52018
Ecuador,ECU,1961,28000
Ecuador,ECU,1962,30000
Ecuador,ECU,1963,30000
Ecuador,ECU,1964,32000
Ecuador,ECU,1965,38000
Ecuador,ECU,1966,34000
Ecuador,ECU,1967,42000
Ecuador,ECU,1968,50000
Ecuador,ECU,1969,33000
Ecuador,ECU,1970,25000
Ecuador,ECU,1971,36000
Ecuador,ECU,1972,33000
Ecuador,ECU,1973,27000
Ecuador,ECU,1974,14000
Ecuador,ECU,1975,14750
Ecuador,ECU,1976,18750
Ecuador,ECU,1977,14263
Ecuador,ECU,1978,26150
Ecuador,ECU,1979,17642
Ecuador,ECU,1980,25674
Ecuador,ECU,1981,26000
Ecuador,ECU,1982,26799
Ecuador,ECU,1983,28538
Ecuador,ECU,1984,29195
Ecuador,ECU,1985,34244
Ecuador,ECU,1986,44000
Ecuador,ECU,1987,48100
Ecuador,ECU,1988,52520
Ecuador,ECU,1989,55360
Ecuador,ECU,1990,58560
Ecuador,ECU,1991,56190
Ecuador,ECU,1992,65350
Ecuador,ECU,1993,65380
Ecuador,ECU,1994,86410
Ecuador,ECU,1995,91010
Ecuador,ECU,1996,90890
Ecuador,ECU,1997,95980
Ecuador,ECU,1998,96000
Ecuador,ECU,1999,90000
Ecuador,ECU,2000,113686
Ecuador,ECU,2001,125000
Ecuador,ECU,2002,145000
Ecuador,ECU,2003,146000
Ecuador,ECU,2004,123158
Ecuador,ECU,2005,140561
Ecuador,ECU,2006,143348
Ecuador,ECU,2007,145255
Ecuador,ECU,2008,149501
Ecuador,ECU,2009,195550
Ecuador,ECU,2010,193502
Ecuador,ECU,2011,202651
Ecuador,ECU,2012,198578
Ecuador,ECU,2013,218833
Ecuador,ECU,2014,272011
Ecuador,ECU,2015,290343
Ecuador,ECU,2016,263839
Ecuador,ECU,2017,260292
Ecuador,ECU,2018,223962
Equatorial Guinea,GNQ,1961,2300
Equatorial Guinea,GNQ,1962,2400
Equatorial Guinea,GNQ,1963,2500
Equatorial Guinea,GNQ,1964,3000
Equatorial Guinea,GNQ,1965,3000
Equatorial Guinea,GNQ,1966,3000
Equatorial Guinea,GNQ,1967,3000
Equatorial Guinea,GNQ,1968,3000
Equatorial Guinea,GNQ,1969,3000
Equatorial Guinea,GNQ,1970,3000
Equatorial Guinea,GNQ,1971,3000
Equatorial Guinea,GNQ,1972,3100
Equatorial Guinea,GNQ,1973,3100
Equatorial Guinea,GNQ,1974,3100
Equatorial Guinea,GNQ,1975,3100
Equatorial Guinea,GNQ,1976,3500
Equatorial Guinea,GNQ,1977,3500
Equatorial Guinea,GNQ,1978,3500
Equatorial Guinea,GNQ,1979,3500
Equatorial Guinea,GNQ,1980,3700
Equatorial Guinea,GNQ,1981,3700
Equatorial Guinea,GNQ,1982,3700
Equatorial Guinea,GNQ,1983,3700
Equatorial Guinea,GNQ,1984,3700
Equatorial Guinea,GNQ,1985,3700
Equatorial Guinea,GNQ,1986,3700
Equatorial Guinea,GNQ,1987,3700
Equatorial Guinea,GNQ,1988,3700
Equatorial Guinea,GNQ,1989,3700
Equatorial Guinea,GNQ,1990,3700
Equatorial Guinea,GNQ,1991,3700
Equatorial Guinea,GNQ,1992,3700
Equatorial Guinea,GNQ,1993,3700
Equatorial Guinea,GNQ,1994,3600
Equatorial Guinea,GNQ,1995,3600
Equatorial Guinea,GNQ,1996,3600
Equatorial Guinea,GNQ,1997,3500
Equatorial Guinea,GNQ,1998,3400
Equatorial Guinea,GNQ,1999,3500
Equatorial Guinea,GNQ,2000,3500
Equatorial Guinea,GNQ,2001,3500
Equatorial Guinea,GNQ,2002,3500
Equatorial Guinea,GNQ,2003,3500
Equatorial Guinea,GNQ,2004,3500
Equatorial Guinea,GNQ,2005,3500
Equatorial Guinea,GNQ,2006,3500
Equatorial Guinea,GNQ,2007,3500
Equatorial Guinea,GNQ,2008,3500
Equatorial Guinea,GNQ,2009,3500
Equatorial Guinea,GNQ,2010,3500
Equatorial Guinea,GNQ,2011,3500
Equatorial Guinea,GNQ,2012,3500
Equatorial Guinea,GNQ,2013,3500
Equatorial Guinea,GNQ,2014,3515
Equatorial Guinea,GNQ,2015,3515
Equatorial Guinea,GNQ,2016,3513
Equatorial Guinea,GNQ,2017,3515
Equatorial Guinea,GNQ,2018,3516
Gabon,GAB,1961,1600
Gabon,GAB,1962,1600
Gabon,GAB,1963,1600
Gabon,GAB,1964,2100
Gabon,GAB,1965,2200
Gabon,GAB,1966,2100
Gabon,GAB,1967,2100
Gabon,GAB,1968,2100
Gabon,GAB,1969,2100
Gabon,GAB,1970,2100
Gabon,GAB,1971,2100
Gabon,GAB,1972,2100
Gabon,GAB,1973,2100
Gabon,GAB,1974,2100
Gabon,GAB,1975,2000
Gabon,GAB,1976,2000
Gabon,GAB,1977,1600
Gabon,GAB,1978,1600
Gabon,GAB,1979,1600
Gabon,GAB,1980,2000
Gabon,GAB,1981,2000
Gabon,GAB,1982,2000
Gabon,GAB,1983,2400
Gabon,GAB,1984,2500
Gabon,GAB,1985,2500
Gabon,GAB,1986,2600
Gabon,GAB,1987,2600
Gabon,GAB,1988,2600
Gabon,GAB,1989,2000
Gabon,GAB,1990,2400
Gabon,GAB,1991,3500
Gabon,GAB,1992,3500
Gabon,GAB,1993,4000
Gabon,GAB,1994,4000
Gabon,GAB,1995,4000
Gabon,GAB,1996,4000
Gabon,GAB,1997,4000
Gabon,GAB,1998,4000
Gabon,GAB,1999,4000
Gabon,GAB,2000,4000
Gabon,GAB,2001,4000
Gabon,GAB,2002,4000
Gabon,GAB,2003,4000
Gabon,GAB,2004,4000
Gabon,GAB,2005,4000
Gabon,GAB,2006,4000
Gabon,GAB,2007,4200
Gabon,GAB,2008,4200
Gabon,GAB,2009,4200
Gabon,GAB,2010,4200
Gabon,GAB,2011,4200
Gabon,GAB,2012,4200
Gabon,GAB,2013,4200
Gabon,GAB,2014,4207
Gabon,GAB,2015,4572
Gabon,GAB,2016,4674
Gabon,GAB,2017,4783
Gabon,GAB,2018,4908
Gambia,GMB,1961,2500
Gambia,GMB,1962,2500
Gambia,GMB,1963,2500
Gambia,GMB,1964,2500
Gambia,GMB,1965,3000
Gambia,GMB,1966,3000
Gambia,GMB,1967,3000
Gambia,GMB,1968,3000
Gambia,GMB,1969,3000
Gambia,GMB,1970,3000
Gambia,GMB,1971,3000
Gambia,GMB,1972,3000
Gambia,GMB,1973,3000
Gambia,GMB,1974,3500
Gambia,GMB,1975,3500
Gambia,GMB,1976,4000
Gambia,GMB,1977,4000
Gambia,GMB,1978,3500
Gambia,GMB,1979,3500
Gambia,GMB,1980,3800
Gambia,GMB,1981,3800
Gambia,GMB,1982,3500
Gambia,GMB,1983,3500
Gambia,GMB,1984,3500
Gambia,GMB,1985,3500
Gambia,GMB,1986,3500
Gambia,GMB,1987,3500
Gambia,GMB,1988,3500
Gambia,GMB,1989,3500
Gambia,GMB,1990,3500
Gambia,GMB,1991,3500
Gambia,GMB,1992,3500
Gambia,GMB,1993,3500
Gambia,GMB,1994,3500
Gambia,GMB,1995,3500
Gambia,GMB,1996,3500
Gambia,GMB,1997,3500
Gambia,GMB,1998,3500
Gambia,GMB,1999,3500
Gambia,GMB,2000,3500
Gambia,GMB,2001,3500
Gambia,GMB,2002,3500
Gambia,GMB,2003,3500
Gambia,GMB,2004,3500
Gambia,GMB,2005,3500
Gambia,GMB,2006,3500
Gambia,GMB,2007,3600
Gambia,GMB,2008,3500
Gambia,GMB,2009,3500
Gambia,GMB,2010,3500
Gambia,GMB,2011,3500
Gambia,GMB,2012,3500
Gambia,GMB,2013,3500
Gambia,GMB,2014,3507
Gambia,GMB,2015,3509
Gambia,GMB,2016,3509
Gambia,GMB,2017,3510
Gambia,GMB,2018,3510
Ghana,GHA,1961,60000
Ghana,GHA,1962,60000
Ghana,GHA,1963,60000
Ghana,GHA,1964,85000
Ghana,GHA,1965,88900
Ghana,GHA,1966,89000
Ghana,GHA,1967,90900
Ghana,GHA,1968,100000
Ghana,GHA,1969,100000
Ghana,GHA,1970,110900
Ghana,GHA,1971,110900
Ghana,GHA,1972,113300
Ghana,GHA,1973,124600
Ghana,GHA,1974,146100
Ghana,GHA,1975,143700
Ghana,GHA,1976,143300
Ghana,GHA,1977,140000
Ghana,GHA,1978,150000
Ghana,GHA,1979,169900
Ghana,GHA,1980,145700
Ghana,GHA,1981,143300
Ghana,GHA,1982,143300
Ghana,GHA,1983,143300
Ghana,GHA,1984,123000
Ghana,GHA,1985,98000
Ghana,GHA,1986,100000
Ghana,GHA,1987,100000
Ghana,GHA,1988,110000
Ghana,GHA,1989,130000
Ghana,GHA,1990,130000
Ghana,GHA,1991,130000
Ghana,GHA,1992,135000
Ghana,GHA,1993,135000
Ghana,GHA,1994,135000
Ghana,GHA,1995,140000
Ghana,GHA,1996,150000
Ghana,GHA,1997,150000
Ghana,GHA,1998,160000
Ghana,GHA,1999,160000
Ghana,GHA,2000,160000
Ghana,GHA,2001,180000
Ghana,GHA,2002,180000
Ghana,GHA,2003,240000
Ghana,GHA,2004,317600
Ghana,GHA,2005,325200
Ghana,GHA,2006,333000
Ghana,GHA,2007,299900
Ghana,GHA,2008,337800
Ghana,GHA,2009,352800
Ghana,GHA,2010,360000
Ghana,GHA,2011,354577
Ghana,GHA,2012,387000
Ghana,GHA,2013,318760
Ghana,GHA,2014,349040
Ghana,GHA,2015,349040
Ghana,GHA,2016,349040
Ghana,GHA,2017,356140
Ghana,GHA,2018,370297
Guatemala,GTM,1983,2500
Guatemala,GTM,1984,2500
Guatemala,GTM,1985,2500
Guatemala,GTM,1986,4500
Guatemala,GTM,1987,4500
Guatemala,GTM,1988,3000
Guatemala,GTM,1989,3000
Guatemala,GTM,1990,5000
Guatemala,GTM,1991,7000
Guatemala,GTM,1992,7500
Guatemala,GTM,1993,9000
Guatemala,GTM,1994,10000
Guatemala,GTM,1995,12000
Guatemala,GTM,1996,15000
Guatemala,GTM,1997,16000
Guatemala,GTM,1998,17000
Guatemala,GTM,1999,19000
Guatemala,GTM,2000,21000
Guatemala,GTM,2001,23000
Guatemala,GTM,2002,24000
Guatemala,GTM,2003,25000
Guatemala,GTM,2004,26000
Guatemala,GTM,2005,27000
Guatemala,GTM,2006,45000
Guatemala,GTM,2007,48000
Guatemala,GTM,2008,50000
Guatemala,GTM,2009,52000
Guatemala,GTM,2010,59500
Guatemala,GTM,2011,70000
Guatemala,GTM,2012,90000
Guatemala,GTM,2013,105000
Guatemala,GTM,2014,120000
Guatemala,GTM,2015,145000
Guatemala,GTM,2016,150000
Guatemala,GTM,2017,169000
Guatemala,GTM,2018,177000
Guinea,GIN,1961,225000
Guinea,GIN,1962,225000
Guinea,GIN,1963,225000
Guinea,GIN,1964,225000
Guinea,GIN,1965,225000
Guinea,GIN,1966,225000
Guinea,GIN,1967,225000
Guinea,GIN,1968,225000
Guinea,GIN,1969,225000
Guinea,GIN,1970,225000
Guinea,GIN,1971,225000
Guinea,GIN,1972,225000
Guinea,GIN,1973,225000
Guinea,GIN,1974,225000
Guinea,GIN,1975,225000
Guinea,GIN,1976,225000
Guinea,GIN,1977,225000
Guinea,GIN,1978,225000
Guinea,GIN,1979,225000
Guinea,GIN,1980,225000
Guinea,GIN,1981,225000
Guinea,GIN,1982,225000
Guinea,GIN,1983,225000
Guinea,GIN,1984,225000
Guinea,GIN,1985,225000
Guinea,GIN,1986,225000
Guinea,GIN,1987,225000
Guinea,GIN,1988,230000
Guinea,GIN,1989,240000
Guinea,GIN,1990,250000
Guinea,GIN,1991,260000
Guinea,GIN,1992,285000
Guinea,GIN,1993,295000
Guinea,GIN,1994,300000
Guinea,GIN,1995,300000
Guinea,GIN,1996,310000
Guinea,GIN,1997,310000
Guinea,GIN,1998,310000
Guinea,GIN,1999,310000
Guinea,GIN,2000,310000
Guinea,GIN,2001,310000
Guinea,GIN,2002,310000
Guinea,GIN,2003,310000
Guinea,GIN,2004,310000
Guinea,GIN,2005,310000
Guinea,GIN,2006,310000
Guinea,GIN,2007,310000
Guinea,GIN,2008,310000
Guinea,GIN,2009,310000
Guinea,GIN,2010,310000
Guinea,GIN,2011,310000
Guinea,GIN,2012,310000
Guinea,GIN,2013,310000
Guinea,GIN,2014,310710
Guinea,GIN,2015,315213
Guinea,GIN,2016,315380
Guinea,GIN,2017,315897
Guinea,GIN,2018,316415
Guinea-Bissau,GNB,1961,19500
Guinea-Bissau,GNB,1962,19500
Guinea-Bissau,GNB,1963,13000
Guinea-Bissau,GNB,1964,13000
Guinea-Bissau,GNB,1965,13000
Guinea-Bissau,GNB,1966,13000
Guinea-Bissau,GNB,1967,13000
Guinea-Bissau,GNB,1968,12000
Guinea-Bissau,GNB,1969,12500
Guinea-Bissau,GNB,1970,9500
Guinea-Bissau,GNB,1971,9500
Guinea-Bissau,GNB,1972,8500
Guinea-Bissau,GNB,1973,8500
Guinea-Bissau,GNB,1974,12000
Guinea-Bissau,GNB,1975,10000
Guinea-Bissau,GNB,1976,10000
Guinea-Bissau,GNB,1977,13000
Guinea-Bissau,GNB,1978,13000
Guinea-Bissau,GNB,1979,13000
Guinea-Bissau,GNB,1980,13000
Guinea-Bissau,GNB,1981,13000
Guinea-Bissau,GNB,1982,13000
Guinea-Bissau,GNB,1983,9000
Guinea-Bissau,GNB,1984,11000
Guinea-Bissau,GNB,1985,9000
Guinea-Bissau,GNB,1986,13000
Guinea-Bissau,GNB,1987,12000
Guinea-Bissau,GNB,1988,12000
Guinea-Bissau,GNB,1989,12000
Guinea-Bissau,GNB,1990,9000
Guinea-Bissau,GNB,1991,9000
Guinea-Bissau,GNB,1992,9000
Guinea-Bissau,GNB,1993,9000
Guinea-Bissau,GNB,1994,9000
Guinea-Bissau,GNB,1995,9000
Guinea-Bissau,GNB,1996,9000
Guinea-Bissau,GNB,1997,9500
Guinea-Bissau,GNB,1998,9500
Guinea-Bissau,GNB,1999,9500
Guinea-Bissau,GNB,2000,9500
Guinea-Bissau,GNB,2001,9500
Guinea-Bissau,GNB,2002,9500
Guinea-Bissau,GNB,2003,9500
Guinea-Bissau,GNB,2004,9500
Guinea-Bissau,GNB,2005,9500
Guinea-Bissau,GNB,2006,9500
Guinea-Bissau,GNB,2007,9500
Guinea-Bissau,GNB,2008,9500
Guinea-Bissau,GNB,2009,9500
Guinea-Bissau,GNB,2010,9500
Guinea-Bissau,GNB,2011,9500
Guinea-Bissau,GNB,2012,9500
Guinea-Bissau,GNB,2013,9500
Guinea-Bissau,GNB,2014,9529
Guinea-Bissau,GNB,2015,9595
Guinea-Bissau,GNB,2016,9604
Guinea-Bissau,GNB,2017,9617
Guinea-Bissau,GNB,2018,9630
Honduras,HND,1961,1991
Honduras,HND,1962,2019
Honduras,HND,1963,1973
Honduras,HND,1964,1943
Honduras,HND,1965,1889
Honduras,HND,1966,2074
Honduras,HND,1967,2302
Honduras,HND,1968,2555
Honduras,HND,1969,2836
Honduras,HND,1970,3148
Honduras,HND,1971,3317
Honduras,HND,1972,3876
Honduras,HND,1973,5436
Honduras,HND,1974,5962
Honduras,HND,1975,7671
Honduras,HND,1976,7710
Honduras,HND,1977,13255
Honduras,HND,1978,15298
Honduras,HND,1979,18557
Honduras,HND,1980,17787
Honduras,HND,1981,20234
Honduras,HND,1982,20386
Honduras,HND,1983,20520
Honduras,HND,1984,20523
Honduras,HND,1985,22327
Honduras,HND,1986,23112
Honduras,HND,1987,20301
Honduras,HND,1988,22618
Honduras,HND,1989,23788
Honduras,HND,1990,24569
Honduras,HND,1991,26734
Honduras,HND,1992,30133
Honduras,HND,1993,20528
Honduras,HND,1994,31000
Honduras,HND,1995,31000
Honduras,HND,1996,31000
Honduras,HND,1997,32000
Honduras,HND,1998,33000
Honduras,HND,1999,33000
Honduras,HND,2000,34000
Honduras,HND,2001,51000
Honduras,HND,2002,56000
Honduras,HND,2003,61000
Honduras,HND,2004,69000
Honduras,HND,2005,75000
Honduras,HND,2006,80000
Honduras,HND,2007,86000
Honduras,HND,2008,93000
Honduras,HND,2009,100000
Honduras,HND,2010,105000
Honduras,HND,2011,110000
Honduras,HND,2012,117000
Honduras,HND,2013,125000
Honduras,HND,2014,130000
Honduras,HND,2015,155000
Honduras,HND,2016,175000
Honduras,HND,2017,180000
Honduras,HND,2018,190000
Indonesia,IDN,1961,70000
Indonesia,IDN,1962,70000
Indonesia,IDN,1963,75000
Indonesia,IDN,1964,80000
Indonesia,IDN,1965,80000
Indonesia,IDN,1966,85000
Indonesia,IDN,1967,85000
Indonesia,IDN,1968,90000
Indonesia,IDN,1969,90000
Indonesia,IDN,1970,100000
Indonesia,IDN,1971,95000
Indonesia,IDN,1972,100000
Indonesia,IDN,1973,100000
Indonesia,IDN,1974,110000
Indonesia,IDN,1975,142000
Indonesia,IDN,1976,130000
Indonesia,IDN,1977,140000
Indonesia,IDN,1978,180000
Indonesia,IDN,1979,200000
Indonesia,IDN,1980,204000
Indonesia,IDN,1981,230000
Indonesia,IDN,1982,239700
Indonesia,IDN,1983,255300
Indonesia,IDN,1984,296300
Indonesia,IDN,1985,348700
Indonesia,IDN,1986,374100
Indonesia,IDN,1987,421600
Indonesia,IDN,1988,535000
Indonesia,IDN,1989,590000
Indonesia,IDN,1990,673033
Indonesia,IDN,1991,772245
Indonesia,IDN,1992,875100
Indonesia,IDN,1993,921000
Indonesia,IDN,1994,1045000
Indonesia,IDN,1995,1190000
Indonesia,IDN,1996,1428350
Indonesia,IDN,1997,1622503
Indonesia,IDN,1998,1795081
Indonesia,IDN,1999,1847000
Indonesia,IDN,2000,2014000
Indonesia,IDN,2001,2200000
Indonesia,IDN,2002,2790000
Indonesia,IDN,2003,3040000
Indonesia,IDN,2004,3320000
Indonesia,IDN,2005,3690000
Indonesia,IDN,2006,4110000
Indonesia,IDN,2007,4560000
Indonesia,IDN,2008,4980000
Indonesia,IDN,2009,5370000
Indonesia,IDN,2010,5780000
Indonesia,IDN,2011,6170000
Indonesia,IDN,2012,6650000
Indonesia,IDN,2013,7080000
Indonesia,IDN,2014,8150000
Indonesia,IDN,2015,8630000
Indonesia,IDN,2016,6781064
Indonesia,IDN,2017,6720770
Indonesia,IDN,2018,6777498
Land Locked Developing Countries,,1961,11500
Land Locked Developing Countries,,1962,11700
Land Locked Developing Countries,,1963,11700
Land Locked Developing Countries,,1964,14300
Land Locked Developing Countries,,1965,16600
Land Locked Developing Countries,,1966,21800
Land Locked Developing Countries,,1967,18800
Land Locked Developing Countries,,1968,21400
Land Locked Developing Countries,,1969,22500
Land Locked Developing Countries,,1970,26000
Land Locked Developing Countries,,1971,31700
Land Locked Developing Countries,,1972,29400
Land Locked Developing Countries,,1973,23300
Land Locked Developing Countries,,1974,29000
Land Locked Developing Countries,,1975,26000
Land Locked Developing Countries,,1976,26700
Land Locked Developing Countries,,1977,30900
Land Locked Developing Countries,,1978,21400
Land Locked Developing Countries,,1979,27600
Land Locked Developing Countries,,1980,27700
Land Locked Developing Countries,,1981,22200
Land Locked Developing Countries,,1982,35200
Land Locked Developing Countries,,1983,21200
Land Locked Developing Countries,,1984,30200
Land Locked Developing Countries,,1985,29250
Land Locked Developing Countries,,1986,29250
Land Locked Developing Countries,,1987,26850
Land Locked Developing Countries,,1988,26850
Land Locked Developing Countries,,1989,26850
Land Locked Developing Countries,,1990,26850
Land Locked Developing Countries,,1991,26850
Land Locked Developing Countries,,1992,25850
Land Locked Developing Countries,,1993,24950
Land Locked Developing Countries,,1994,24950
Land Locked Developing Countries,,1995,17250
Land Locked Developing Countries,,1996,17250
Land Locked Developing Countries,,1997,17250
Land Locked Developing Countries,,1998,17250
Land Locked Developing Countries,,1999,18750
Land Locked Developing Countries,,2000,18200
Land Locked Developing Countries,,2001,17950
Land Locked Developing Countries,,2002,18100
Land Locked Developing Countries,,2003,18500
Land Locked Developing Countries,,2004,18800
Land Locked Developing Countries,,2005,19930
Land Locked Developing Countries,,2006,21630
Land Locked Developing Countries,,2007,26000
Land Locked Developing Countries,,2008,26400
Land Locked Developing Countries,,2009,26220
Land Locked Developing Countries,,2010,25025
Land Locked Developing Countries,,2011,23630
Land Locked Developing Countries,,2012,23830
Land Locked Developing Countries,,2013,24550
Land Locked Developing Countries,,2014,25224
Land Locked Developing Countries,,2015,25067
Land Locked Developing Countries,,2016,25302
Land Locked Developing Countries,,2017,25385
Land Locked Developing Countries,,2018,25419
Least Developed Countries,,1961,596125
Least Developed Countries,,1962,590525
Least Developed Countries,,1963,569655
Least Developed Countries,,1964,552655
Least Developed Countries,,1965,504105
Least Developed Countries,,1966,509305
Least Developed Countries,,1967,536225
Least Developed Countries,,1968,584205
Least Developed Countries,,1969,591160
Least Developed Countries,,1970,578510
Least Developed Countries,,1971,577690
Least Developed Countries,,1972,566740
Least Developed Countries,,1973,555260
Least Developed Countries,,1974,553670
Least Developed Countries,,1975,553050
Least Developed Countries,,1976,544659
Least Developed Countries,,1977,541964
Least Developed Countries,,1978,539894
Least Developed Countries,,1979,553636
Least Developed Countries,,1980,559035
Least Developed Countries,,1981,562355
Least Developed Countries,,1982,568882
Least Developed Countries,,1983,569252
Least Developed Countries,,1984,576350
Least Developed Countries,,1985,572366
Least Developed Countries,,1986,580938
Least Developed Countries,,1987,586060
Least Developed Countries,,1988,594202
Least Developed Countries,,1989,602986
Least Developed Countries,,1990,613219
Least Developed Countries,,1991,638716
Least Developed Countries,,1992,663792
Least Developed Countries,,1993,673519
Least Developed Countries,,1994,679865
Least Developed Countries,,1995,686241
Least Developed Countries,,1996,699568
Least Developed Countries,,1997,683494
Least Developed Countries,,1998,669671
Least Developed Countries,,1999,657348
Least Developed Countries,,2000,659925
Least Developed Countries,,2001,637102
Least Developed Countries,,2002,627279
Least Developed Countries,,2003,621956
Least Developed Countries,,2004,625144
Least Developed Countries,,2005,630154
Least Developed Countries,,2006,639790
Least Developed Countries,,2007,645924
Least Developed Countries,,2008,654974
Least Developed Countries,,2009,660334
Least Developed Countries,,2010,665877
Least Developed Countries,,2011,667018
Least Developed Countries,,2012,673078
Least Developed Countries,,2013,679815
Least Developed Countries,,2014,683434
Least Developed Countries,,2015,689756
Least Developed Countries,,2016,692062
Least Developed Countries,,2017,695129
Least Developed Countries,,2018,697870
Liberia,LBR,1961,10000
Liberia,LBR,1962,11000
Liberia,LBR,1963,12000
Liberia,LBR,1964,13000
Liberia,LBR,1965,13500
Liberia,LBR,1966,14000
Liberia,LBR,1967,14000
Liberia,LBR,1968,14000
Liberia,LBR,1969,12500
Liberia,LBR,1970,13000
Liberia,LBR,1971,18000
Liberia,LBR,1972,15000
Liberia,LBR,1973,14000
Liberia,LBR,1974,17000
Liberia,LBR,1975,18000
Liberia,LBR,1976,17000
Liberia,LBR,1977,14000
Liberia,LBR,1978,12500
Liberia,LBR,1979,11000
Liberia,LBR,1980,11000
Liberia,LBR,1981,10000
Liberia,LBR,1982,11000
Liberia,LBR,1983,11000
Liberia,LBR,1984,11500
Liberia,LBR,1985,11500
Liberia,LBR,1986,10000
Liberia,LBR,1987,9500
Liberia,LBR,1988,9000
Liberia,LBR,1989,8500
Liberia,LBR,1990,8000
Liberia,LBR,1991,11900
Liberia,LBR,1992,11900
Liberia,LBR,1993,11900
Liberia,LBR,1994,11900
Liberia,LBR,1995,11900
Liberia,LBR,1996,11900
Liberia,LBR,1997,16200
Liberia,LBR,1998,16200
Liberia,LBR,1999,16200
Liberia,LBR,2000,16200
Liberia,LBR,2001,16200
Liberia,LBR,2002,16200
Liberia,LBR,2003,16200
